Book_ID,Book_Title,Authors,Rating,Number_of_reviews,Ratings_Count,ISBN-10,ISBN-13,Num_Of_Pages,Language_Code,Publication_year,Publisher
5558,iWoz,Steve Wozniak/Gina Smith,3.87,375.0,3536.0,0393061434,9780393061437,313.0,en-GB,2006,W. W. Norton Company
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,820.0,9017.0,0865475873,9780865475878,193.0,eng,2002,North Point Press
5575,Cradle and All,James Patterson,3.86,869.0,27869.0,0446609404,9780446609401,384.0,eng,2001,Vision
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,43.0,1792.0,0807847232,9780807847237,675.0,eng,1998,Omohundro Institute and University of North Carolina Press
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,216.0,1510.0,0393058263,9780393058260,832.0,eng,2007,W. W. Norton Company
5595,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,2.0,57.0,0521290600,9780521290609,276.0,en-US,1976,Cambridge University Press
5598,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,5.0,114.0,0521286913,9780521286916,188.0,eng,1981,Cambridge University Press
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.06,20.0,556.0,067426858X,9780674268586,230.0,en-US,1986,Harvard University Press
5606,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,1.0,10.0,1880393336,9781880393338,232.0,eng,1999,Routledge
5635,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,21.0,286.0,039332429X,9780393324297,1136.0,eng,2003,W. W. Norton Company
5653,The Elephant War,Gillian Avery,3.67,3.0,19.0,1903252040,9781903252048,256.0,eng,2000,Jane Nissen Books
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,3490.0,147748.0,0143039091,9780143039099,197.0,eng,2005,Penguin Books
5660,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,4.0,22.0,0679436340,9780679436348,379.0,eng,1994,Everyman's Library
5661,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,3.0,8.0,0460876015,9780460876018,368.0,eng,1995,Everyman Paperback Classics
5665,Ideas Have Consequences,Richard M. Weaver,4.16,105.0,970.0,0226876802,9780226876801,198.0,eng,1984,University of Chicago Press
5671,The Ethics of Rhetoric,Richard M. Weaver,4.14,9.0,65.0,0961180021,9780961180027,240.0,eng,1995,Routledge
5678,Manliness,Harvey Mansfield,3.39,31.0,177.0,0300106645,9780300106640,304.0,eng,2006,Yale University Press
5693,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,466.0,27027.0,0553381008,9780553381009,467.0,eng,2000,Modern Library
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,9.0,62.0,1570754365,9781570754364,192.0,eng,2002,Orbis Books
5696,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,24.0,127.0,0140446427,9780140446425,230.0,eng,1995,Penguin Classics
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,118.0,10580.0,140003292X,9781400032921,548.0,eng,2005,Vintage Classics
5698,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,99.0,2486.0,0375719016,9780375719011,344.0,eng,2007,Vintage Classics
5700,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,159.0,3568.0,0375719008,9780375719004,647.0,eng,2004,Vintage
5713,If I Die In A Combat Zone,Tim O'Brien,3.95,4.0,53.0,0586087990,9780586087992,208.0,eng,1995,Flamingo
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,908.0,40815.0,0425170349,9780425170342,912.0,eng,1999,Berkley Books
5728,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,22.0,186.0,0385471475,9780385471473,388.0,eng,1993,Anchor
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,252.0,2593.0,0452271681,9780452271685,400.0,eng,1993,Plume
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,4.0,86.0,0295979844,9780295979847,208.0,en-US,2000,University of Washington Press
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,453.0,7072.0,0385337817,9780385337816,424.0,eng,2004,Delta
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,45.0,237.0,0743267745,9780743267748,64.0,en-US,2005,Simon & Schuster
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,188.0,2095.0,0553587153,9780553587159,496.0,eng,2005,Bantam Books
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,721.0,18793.0,0142003344,9780142003343,528.0,eng,2003,Penguin Books
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,693.0,15441.0,0060958332,9780060958336,448.0,eng,2000,Harper Perennial Modern Classics
5756,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,1.0,50.0,0262660733,9780262660730,432.0,eng,1991,Bradford Book
5759,Fight Club,Chuck Palahniuk,4.19,9654.0,388782.0,0393327345,9780393327342,218.0,eng,2005,W. W. Norton & Company
5766,BSD Hacks,Lavigne,3.8,5.0,42.0,0596006799,9780596006792,450.0,en-US,2004,O'Reilly Media
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,2.0,27.0,0201061961,9780201061963,471.0,eng,1989,Addison Wesley Publishing Company
5776,Choke,Stuart Woods,3.84,96.0,2288.0,0061094226,9780061094224,352.0,eng,1996,HarperTorch
5787,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,460.0,20259.0,0142437883,9780142437889,210.0,eng,2004,Penguin Classics
5794,El Aleph,Jorge Luis Borges,4.38,9.0,146.0,9500425998,9789500425995,253.0,spa,2007,Planeta Publishing
5797,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,2286.0,102877.0,0141439831,9780141439839,867.0,eng,2003,Penguin Books
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,4058.0,234954.0,1401207928,9781401207922,296.0,eng,2005,Vertigo
5810,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1.0,5.0,1416500529,9781416500520,400.0,en-US,2006,Pocket Books
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,26.0,152.0,0820328073,9780820328072,424.0,eng,2006,University of Georgia Press
5821,Casino Royale,Ian Fleming,3.73,43.0,371.0,0141187581,9780141187587,181.0,eng,2004,Penguin Books Limited (UK)
5826,Bel Canto,Ann Patchett,3.93,13012.0,218195.0,0060838728,9780060838720,352.0,eng,2005,Harper Perennial
5835,Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,1.0,50.0,0826414532,9780826414533,608.0,eng,2003,Bloomsbury Academic
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,13.0,127.0,1894925025,9781894925020,66.0,en-US,2002,Abraham Guillen Press
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,7.0,37.0,1590596242,9781590596241,264.0,en-US,2006,Apress
5845,A Bend in the River,V.S. Naipaul,3.77,690.0,13147.0,0330487140,9780330487146,326.0,eng,2002,Picador USA
5848,The Middle Passage,V.S. Naipaul,3.61,35.0,461.0,0375708340,9780375708343,256.0,en-US,2002,Vintage
5851,Magic Seeds,V.S. Naipaul,3.13,104.0,715.0,0375707271,9780375707278,280.0,eng,2005,Vintage
5853,Half a Life,V.S. Naipaul,3.25,301.0,3078.0,037570728X,9780375707285,224.0,eng,2009,Vintage International
5855,North of South: An African Journey,Shiva Naipaul,3.89,33.0,279.0,0140188266,9780140188264,352.0,eng,1996,Penguin Classics
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,16.0,163.0,0806132299,9780806132297,670.0,eng,2000,University of Oklahoma Press
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,2.0,54.0,0756403456,9780756403454,543.0,en-US,2006,DAW Hardcover
5877,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,95.0,1588.0,0670869295,9780670869299,592.0,eng,1996,Viking Books
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,103.0,664.0,0552997773,9780552997775,506.0,eng,1997,Black Swan
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,14.0,548.0,1423101685,9781423101680,144.0,eng,2006,Disney Press
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,14.0,644.0,1423100611,9781423100614,122.0,en-US,2006,Disney Press
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,20.0,730.0,1423100204,9781423100201,119.0,eng,2006,Disney Press
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,27.0,859.0,1423100190,9781423100195,123.0,eng,2006,Disney Press
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,82.0,1414.0,1423100182,9781423100188,135.0,en-US,2006,Disney Press
5890,The Woman in White,Wilkie Collins/Matthew Sweet,4.0,5168.0,108060.0,0141439610,9780141439617,672.0,eng,2003,Penguin Classics
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,16.0,146.0,0393060411,9780393060416,624.0,eng,2004,W. W. Norton Company
5907,The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,32871.0,2530894.0,0618260307,9780618260300,366.0,eng,2002,Houghton Mifflin
5910,The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4.27,16.0,121.0,0007137273,9780007137275,411.0,eng,2003,HarperCollins
5911,Poems From The Hobbit,J.R.R. Tolkien,4.3,5.0,169.0,0618009345,9780618009343,57.0,eng,1999,Houghton Mifflin Harcourt
5912,The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,43.0,276.0,1594130051,9781594130052,481.0,eng,2003,Large Print Press
5915,The Hobbit,J.R.R. Tolkien,4.27,329.0,3213.0,0261103288,9780261103283,277.0,eng,2007,HarperCollins
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,10.0,44.0,0486402185,9780486402185,64.0,eng,2013,Dover Publications
5931,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,210.0,5149.0,0872864286,9780872864283,200.0,eng,2004,City Lights Publishers
5932,Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,4.3,1105.0,37942.0,0143039962,9780143039969,70.0,eng,2006,Penguin Classics
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.3,54.0,1120.0,1400001447,9781400001446,160.0,eng,2002,Plaza y Janes
5937,Love,Pablo Neruda,4.46,68.0,1333.0,0786881488,9780786881482,43.0,eng,1995,Miramax Books
5942,Anil's Ghost,Michael Ondaatje,3.57,1013.0,13022.0,0375724370,9780375724374,311.0,eng,2001,Vintage
5952,Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,28.0,177.0,0312287445,9780312287443,320.0,eng,2002,St. Martin's Griffin
5957,Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,4.2,9.0,175.0,0720608724,9780720608724,288.0,eng,1993,Peter Owen Ltd
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,3.65,8.0,71.0,1888297018,9781888297010,46.0,eng,1995,Maxima New Media
5969,A Sparrow Falls (Courtney #3),Wilbur Smith,4.19,91.0,5019.0,0312940688,9780312940683,640.0,eng,2007,St. Martin's Paperbacks
5970,Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.33,44.0,228.0,1400033853,9781400033850,304.0,eng,2004,Anchor
5975,The Fall of a Sparrow,Robert Hellenga,3.69,89.0,824.0,0684850273,9780684850276,464.0,eng,1999,Scribner
5976,The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,9.0,78.0,0764202537,9780764202537,251.0,en-US,2006,Bethany House Publishers
5981,Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,3.69,25.0,205.0,0142302090,9780142302095,160.0,eng,2002,Puffin Books
5984,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,146.0,710.0,1416903275,9781416903277,160.0,eng,2005,Margaret K. McElderry Books
5985,An Episode of Sparrows,Rumer Godden,4.21,126.0,900.0,1590171241,9781590171240,247.0,en-GB,2004,The New York Review Children's Collection
5989,Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,28.0,389.0,0140442723,9780140442724,256.0,eng,1973,Penguin Classics
6003,火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,4.56,2.0,91.0,9573318318,9789573318316,768.0,zho,2001,皇冠文化出版有限公司
6008,Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,4.3,21.0,169.0,093244055X,9780932440556,184.0,eng,1990,Oberlin College Press
6048,Juniper,Monica Furlong,4.16,7.0,112.0,0394832205,9780394832203,198.0,eng,2004,Random House Children's Books
6057,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,3.2,3.0,30.0,1880823195,9781880823194,194.0,en-GB,1998,North Star Publications (MA)
6058,The Road Back,Erich Maria Remarque,4.32,99.0,3146.0,1931541744,9781931541749,352.0,eng,2001,Simon Publications
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,110.0,1130.0,0684813211,9780684813219,272.0,en-US,1995,Scribner
6076,The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,4.2,7.0,167.0,0226142817,9780226142814,272.0,eng,2003,University of Chicago Press
6106,A Short History of Byzantium,John Julius Norwich,4.09,142.0,1772.0,0679772693,9780679772699,496.0,eng,1998,Vintage
6107,The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,53.0,662.0,0701176083,9780701176082,588.0,eng,2006,Chatto & Windus
6109,A History of Venice,John Julius Norwich,4.2,93.0,1422.0,0679721975,9780679721970,673.0,eng,1989,Vintage
6110,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.34,16.0,268.0,0140152121,9780140152128,816.0,eng,2004,Penguin Global
6112,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,60.0,888.0,0679643362,9780679643364,129.0,eng,2006,Modern Library
6138,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,2819.0,59709.0,0375757856,9780375757853,528.0,eng,2001,Modern Library
6149,Beloved,Toni Morrison,3.83,9004.0,282045.0,1400033411,9781400033416,324.0,eng,2004,Vintage
6151,Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,498.0,7551.0,0824519868,9780824519865,160.0,eng,2002,Crossroad
6155,Israel  My Beloved,Kay Arthur,4.16,83.0,681.0,0736903704,9780736903707,448.0,eng,2001,Harvest House Publishers
6156,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.1,18.0,137.0,1929241631,9781929241637,156.0,eng,2003,Vision Forum
6157,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,3.95,2.0,18.0,0874778719,9780874778717,272.0,en-US,1997,TarcherPerigee
6159,Reservation Blues,Sherman Alexie,3.98,772.0,11163.0,0802141900,9780802141903,306.0,eng,2005,Grove Press
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.44,252.0,4589.0,0375407936,9780375407932,1040.0,eng,1999,Everyman's Library
6167,Music & Silence,Rose Tremain,3.95,214.0,2923.0,0743418263,9780743418263,485.0,eng,2001,Washington Square Press
6173,The Periodic Table,Primo Levi,4.21,10.0,101.0,0140296611,9780140296617,194.0,en-GB,2009,Penguin Group(CA)
6174,Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,4.32,900.0,29099.0,0684826801,9780684826806,187.0,eng,1995,Simon & Schuster
6175,The Reawakening,Primo Levi/Stuart J. Woolf,4.29,67.0,1269.0,0684826356,9780684826356,230.0,eng,1995,Touchstone
6176,The Drowned and the Saved,Primo Levi,4.4,169.0,3542.0,0349100470,9780349100470,170.0,eng,1989,Abacus
6180,The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,3.92,34.0,601.0,0140188924,9780140188929,192.0,eng,1995,Penguin
6182,Primo Levi: A Life,Ian Thomson,4.11,5.0,104.0,0312423675,9780312423674,640.0,eng,2004,Picador
6184,Wuthering Heights,Emily Brontë,3.85,182.0,2155.0,0140620125,9780140620122,279.0,eng,2007,Penguin Books
6192,Disgrace,J.M. Coetzee,3.84,3916.0,61545.0,0143036378,9780143036371,220.0,eng,2005,Penguin Books
6194,Waiting for the Barbarians,J.M. Coetzee,3.94,1029.0,18097.0,0140283358,9780140283358,152.0,eng,1999,Penguin Books
6197,The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,3.69,139.0,1930.0,069107089X,9780691070896,136.0,eng,2001,Princeton University Press
6198,Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,183.0,3162.0,014026566X,9780140265668,166.0,eng,1998,Penguin Books
6200,Youth,J.M. Coetzee,3.79,261.0,4931.0,0142002003,9780142002001,176.0,eng,2003,Penguin Books
6207,Age of Iron,J.M. Coetzee,3.84,207.0,2976.0,0140275657,9780140275650,198.0,eng,1998,Penguin Books
6216,The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.15,164.0,2116.0,0141181281,9780141181288,402.0,eng,1999,Penguin Classics
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,4.28,926.0,7210.0,0143039164,9780143039167,1144.0,eng,2005,Penguin Books
6218,The Axe (The Master of Hestviken  #1),Sigrid Undset/Arthur G. Chater,4.21,51.0,496.0,0679752730,9780679752738,304.0,eng,1994,Vintage
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.29,146.0,1803.0,0141182350,9780141182353,366.0,eng,2000,Penguin Classics
6220,The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,4.02,473.0,3831.0,0141180412,9780141180410,305.0,eng,1997,Penguin Classics
6221,The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,30.0,167.0,0394752937,9780394752938,384.0,en-US,1987,Vintage
6222,Jenny,Sigrid Undset/Tiina Nunnally,3.79,42.0,549.0,158642050X,9781586420505,330.0,eng,1998,Steerforth
6224,The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,4.19,9.0,48.0,1586420216,9781586420215,406.0,eng,2001,Steerforth Press
6226,Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,4.18,79.0,848.0,014118020X,9780141180205,161.0,eng,1998,Penguin Classics
6227,The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,4.23,18.0,349.0,0679755543,9780679755548,240.0,eng,1994,Vintage
6230,The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.4,19.0,275.0,0679755527,9780679755524,288.0,en-US,1995,Vintage
6240,An Imaginary Life,David Malouf,3.88,144.0,1552.0,0099273845,9780099273844,156.0,eng,1999,Vintage
6245,The Great World,David Malouf,3.88,33.0,539.0,0099273861,9780099273868,336.0,eng,1999,Vintage
6253,A Very Long Engagement,Sébastien Japrisot,3.91,16.0,79.0,0099474549,9780099474548,320.0,eng,2005,Vintage
6259,Birdsong,Sebastian Faulks,4.09,2306.0,57513.0,0679776818,9780679776819,483.0,eng,1997,Vintage International
6273,The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,4.34,106.0,3151.0,0811201325,9780811201322,192.0,eng,1965,New Directions
6286,Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.71,46.0,688.0,0449001962,9780449001967,368.0,en-US,2002,Fawcett
6288,The Road,Cormac McCarthy,3.97,34301.0,606433.0,0307265439,9780307265432,241.0,eng,2006,Alfred A. Knopf
6290,The Road to Serfdom,Friedrich A. Hayek,4.18,23.0,258.0,0415253896,9780415253895,272.0,eng,2006,Routledge
6291,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,4.19,78.0,6274.0,0786940751,9780786940752,346.0,eng,2006,Wizards of the Coast
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3.96,21.0,448.0,1566917662,9781566917667,964.0,en-US,2006,Rick Steves
6294,Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.29,9026.0,161582.0,006441034X,9780064410342,329.0,eng,2001,Harper Trophy
6295,Howl and Other Poems,Allen Ginsberg/William Carlos Williams,4.13,1284.0,85143.0,0872863107,9780872863101,56.0,eng,2001,City Lights
6296,When Rabbit Howls,Truddi Chase/Robert A. Phillips,4.04,32.0,262.0,0425183319,9780425183311,400.0,eng,2002,Berkley
6297,The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,4.51,76.0,2874.0,1421500493,9781421500492,256.0,eng,2005,VIZ Media LLC
6298,Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg/Barry Miles,4.22,28.0,180.0,0061137456,9780061137457,208.0,eng,2006,Harper Perennial Modern Classics
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.35,7.0,193.0,1933615095,9781933615097,312.0,eng,2006,America's Test Kitchen
6310,Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,4.13,7239.0,558799.0,0142403881,9780142403884,176.0,eng,2005,Puffin Books
6311,Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,4.33,47.0,2760.0,0140311254,9780140311259,89.0,eng,1979,Puffin Books
6316,Charlie and the Chocolate Factory (Abridged),Roald Dahl,3.86,2.0,12.0,0142404209,9780142404201,40.0,en-US,2005,Puffin
6329,Roald Dahl Treasury,Roald Dahl,4.43,65.0,2143.0,067003665X,9780670036653,448.0,eng,2003,Viking Juvenile
6332,Dirty Beasts,Roald Dahl/Quentin Blake,4.01,121.0,4075.0,0142302279,9780142302279,32.0,eng,2002,Puffin Books
6334,Never Let Me Go,Kazuo Ishiguro,3.82,22957.0,380646.0,1400078776,9781400078776,288.0,eng,2010,Vintage Books
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,4.3,13.0,118.0,0967967570,9780967967578,326.0,eng,2002,Paul Dry Books
6341,Paradoxes of Education in a Republic,Eva Brann,4.28,3.0,29.0,0226071367,9780226071367,178.0,eng,1989,University of Chicago Press
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.58,2.0,20.0,1589880080,9781589880085,378.0,eng,2004,Paul Dry Books
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1.0,10.0,1589880196,9781589880191,435.0,eng,2004,Paul Dry Books
6346,Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,4.04,12.0,94.0,0941051692,9780941051699,118.0,eng,1998,Focus
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,4.16,4.0,31.0,1589880293,9781589880290,144.0,eng,2006,Paul Dry Books
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,120.0,1226.0,0061134236,9780061134234,336.0,eng,2006,William Morrow Paperbacks
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,167.0,1614.0,0060595361,9780060595364,384.0,eng,2004,Avon
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,3.98,2.0,37.0,0451206703,9780451206701,208.0,en-US,2002,NAL
6414,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,30.0,469.0,1401903096,9781401903091,128.0,en-US,2004,Hay House
6418,Thanksgiving,Janet Evanovich,3.6,474.0,10637.0,0060598808,9780060598808,228.0,eng,2006,HarperTorch
6419,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,1446.0,47315.0,0312306342,9780312306342,164.0,eng,2007,St. Martin's Press
6422,Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,2502.0,117541.0,0312966970,9780312966973,313.0,eng,1999,St. Martin's Press
6424,Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,1820.0,103618.0,0312980140,9780312980146,337.0,en-US,2002,St. Martin's Press
6425,Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,4.17,1878.0,101730.0,0312983867,9780312983864,326.0,eng,2003,St. Martin's Press
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,671.0,22251.0,0060584033,9780060584030,312.0,eng,2006,HarperCollins
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,110.0,722.0,0316919896,9780316919890,353.0,eng,1997,Little Brown
6440,Ivanhoe,Walter Scott/Graham Tulloch,3.75,1571.0,73757.0,0140436588,9780140436587,541.0,eng,2000,Penguin Books /Penguin Classics
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,5.0,30.0,0425132641,9780425132647,244.0,eng,1992,Berkley
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,37.0,242.0,1596980206,9781596980204,424.0,eng,2006,Regnery History
6462,His Excellency: George Washington,Joseph J. Ellis,3.92,1112.0,32978.0,1400032539,9781400032532,320.0,eng,2005,Vintage
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,113.0,835.0,155709103X,9781557091031,30.0,eng,1989,Applewood Books
6475,George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,4.18,63.0,694.0,0978605268,9780978605261,1200.0,eng,2011,Providence Forum Press
6480,Waverley,Walter Scott/Claire Lamont,3.43,8.0,69.0,0192836013,9780192836014,463.0,eng,1998,Oxford University Press
6482,The Antiquary,Walter Scott/Nicola J. Watson,3.83,37.0,354.0,0192831879,9780192831873,528.0,eng,2002,Oxford University Press
6483,Rob Roy,Walter Scott/Lockhart Bogle,3.7,1.0,26.0,0375760601,9780375760600,576.0,eng,2002,Modern Library
